Energy_a5,Coefficient_of_Variance_a5,Energy_d5,Coefficient_of_Variance_d5,Energy_d4,Coefficient_of_Variance_d4,Energy_d3,Coefficient_of_Variance_d3,InterQuartile,MedianDeviation,Detection
15650180.4601,-1.5478,2447.073,-62.0022,4867.6616,18.8416,13798.4793,0.64415,162.8794,103.1996,Seizure
5364882.587,-3.1418,2379.9817,117.0668,4147.767,108.4705,10624.5599,0.53491,168.0098,96.724,Seizure
5354564.14,93.7518,2333.5267,96.2584,3924.0441,-32.798,10495.691,-4.2313,163.8308,96.178,Seizure
6226288.3227,1.9043,3510.9649,118.1061,6815.2216,114.8663,13143.3159,-0.98556,141.186,92.029,Seizure
12420595.5733,-1.7988,9665.1403,20.2299,12293.7519,-4.5844,17157.7759,10.9118,162.9559,92.7578,Seizure
4602843.5511,1.1714,7873.0921,-13.5199,8214.8675,-20.9669,9387.2567,68.9859,134.4333,79.7473,Seizure
781581.716,-0.1241,4660.0998,-14.507,6171.5507,142.5753,7476.4264,13.5951,48.7636,29.9532,Non-Seizure
712466.9641,0.52156,4624.7338,50.8734,6014.1163,675.3032,6629.1524,1.3426,65.4202,37.9455,Non-Seizure
1046757.3694,5.1966,4187.1236,-21.6094,6455.5258,85.8633,6078.192,-1.7716,73.8037,40.3368,Non-Seizure
1726666.5754,-2.7404,4043.4375,0.98875,6419.5393,-123.6099,14726.4115,1.4021,85.9755,54.5449,Non-Seizure
1900335.5906,-0.69211,3815.9135,-16.8141,5924.9912,12.2072,11315.5302,7.0367,82.7053,45.9185,Non-Seizure
727400.5434,0.38135,3571.5162,18781.5257,6083.1271,44.9232,6705.7592,17.0904,62.2604,35.9448,Non-Seizure
978133.8531,-1.876,3902.8576,37.1467,6422.6738,-27.0575,6530.1893,23.726,59.2791,36.9332,Non-Seizure
1809174.888,0.15806,3920.7517,-18.7554,5608.3919,49.0931,10535.9311,0.24683,85.3299,48.8466,Non-Seizure
828003.3287,-2.6442,4068.8402,46.0189,6043.8204,84.3351,11115.0618,-15.6507,62.7191,36.7912,Non-Seizure
1303485.8063,-30.1169,4019.9224,-2.6906,5846.0891,-9.6316,6272.8357,1.1524,59.2196,34.7557,Non-Seizure
660741.8582,10.057,4517.1867,20.2994,5871.0411,-38.3595,5827.7579,-7.2385,37.8234,23.5293,Non-Seizure
857133.1993,0.010818,4760.9874,3.7276,6050.0555,52.5009,9235.3243,-8.5641,47.1667,27.9484,Non-Seizure
816656.5428,10.7407,4520.9938,373.8257,5998.7335,69.8725,12057.5221,-5.0687,70.4911,39.6529,Non-Seizure
1206281.5428,0.38479,4255.1519,-8.126,5724.1057,42.2595,6086.1665,6.5676,58.8459,36.5047,Non-Seizure
839241.2161,0.11171,4006.0107,-27.3027,6606.7929,13.329,8687.5074,3.927,53.4522,32.3895,Non-Seizure
605382.4883,-2.1027,3865.5236,9.9528,6353.4449,6.6764,7297.4974,-16.2778,51.7195,31.4252,Non-Seizure
708389.0973,1.7588,3769.1229,-1.3989,6562.06,14.7493,8296.3674,-9.1516,60.035,35.4141,Non-Seizure
682114.8215,-1.5447,3579.3935,-103.0143,6271.5944,76.3799,7417.3725,8.3978,56.7479,32.2764,Non-Seizure
800458.4933,1.4465,3523.4949,-34.364,6035.8702,35.4054,9125.5337,-5.1919,58.9988,34.5439,Non-Seizure
1129119.6776,-0.26267,3598.1612,40.1756,6760.2996,119.4027,9457.1666,-7.8312,72.6655,44.696,Non-Seizure
1844438.8309,1.0197,3708.3275,69.7707,6512.2036,16.7113,8735.9705,15.4252,94.0192,52.7399,Non-Seizure
3227666.4583,1.724,3825.9466,-25.7922,5989.6011,128.9968,5071.2862,0.82534,82.7818,46.3271,Non-Seizure
1295328.7539,-12.9164,3867.24,-50.6751,6531.655,-25.2186,7412.6408,-30.5492,65.1739,37.2785,Non-Seizure
791029.7627,2.8212,4018.2214,-79.254,5866.9553,-0.64983,8589.3633,-2.1886,67.1699,38.8391,Non-Seizure
2369955.9658,-1.2218,4373.7253,-44.0271,5967.4501,-40.9339,7539.2315,2.5172,76.6831,49.7229,Non-Seizure
711989.1945,-0.44266,4383.1328,-51.0809,5916.6288,-7.7129,7773.7359,3.0341,62.821,35.6623,Non-Seizure
744239.6709,2.3917,4499.649,-11.2123,5765.7011,-78.8195,6374.0691,-9.6458,69.854,37.7756,Non-Seizure
420824.7663,-1.3652,4359.225,89.0481,5885.7067,2.0747,6119.5427,1.0343,51.3373,29.2066,Non-Seizure
715224.7094,-0.50644,4358.5184,-10.4519,5339.3891,-39.8745,5750.8742,-1.7838,67.9938,39.1518,Non-Seizure
562146.2032,-3.2904,4396.5038,-5.6789,5982.7143,-18.6849,7310.4662,-13.7464,55.6607,31.5777,Non-Seizure
611173.0972,-4.4117,4118.7906,-12.5102,5958.2663,-66.631,7185.9808,217.3491,65.7514,35.0846,Non-Seizure
786288.5807,-1.8019,4036.4735,-59.3633,6377.0445,-46.957,5814.912,0.76663,66.8217,37.0344,Non-Seizure
808703.4487,-15.6866,3723.9792,-78.1251,5927.3639,11.8047,7680.8942,-1.3716,56.1618,31.3584,Non-Seizure
1187522.0981,0.2634,3568.2611,9.4332,6120.1624,15.0161,12495.1786,-50.9851,67.841,38.711,Non-Seizure
589245.0334,1.4616,3657.8895,-6.0799,6818.197,-7.9753,12813.4061,-11.0172,53.826,31.6797,Non-Seizure
656661.0942,0.55575,3555.6634,1025.8274,5370.0216,93.9462,5715.473,4.1173,60.3323,34.8771,Non-Seizure
908396.3158,1.3808,3640.0745,-194.6415,6515.1829,92.495,6250.8052,-0.1199,70.4571,39.0861,Non-Seizure
985277.0653,-24.3494,3705.853,-100.2223,6151.3482,-45.5103,9197.4936,-2.4193,63.7978,36.6345,Non-Seizure
2540669.1491,0.76392,3611.0619,-25.0028,5216.4365,54.8721,8275.0732,-29.144,101.9695,62.5307,Non-Seizure
7615342.2412,2.2419,3973.9293,-226.2482,5623.5173,6.6404,13569.6575,5.2953,105.9447,70.5158,Non-Seizure
3729103.7486,1.5257,24057.9049,-40.7841,23605.3001,78.3692,34392.9488,-1.6693,126.9247,72.3198,Seizure
2235441.083,-0.7354,61523.8852,-443.3812,80167.3037,26.0758,47295.0281,-8.0864,117.0293,65.6759,Seizure
3276177.3338,8.9902,27267.238,37.6664,27457.4891,22.9326,30061.1466,2.8957,152.2281,85.0726,Seizure
3682932.9205,4.3556,4488.7063,-100.177,7354.693,26.3066,14301.2298,2.421,148.771,86.8501,Seizure
5183449.8504,2.0925,6633.9763,-49.4027,13306.1966,14.322,20804.0176,-31.3619,137.4571,84.9101,Seizure
7077988.9153,-10.9403,14735.1457,-2.5808,26677.9258,60.0259,32269.8109,-1.3332,205.7313,112.6343,Seizure
3449683.7037,5.7976,35541.7922,16.215,55349.5306,-143.4409,95028.6509,5.7298,115.8316,80.4448,Seizure
2122087.6132,0.16386,43929.3283,-8.4307,90881.6793,51.5607,69578.2199,-13.0924,102.2074,58.1081,Seizure
1013661.0911,1.9135,39608.1925,1.8482,52636.1117,162.6904,42602.3906,11.7366,74.3473,42.9241,Seizure
2052375.4229,-2.6671,46179.4341,8.1146,57945.341,137.1958,63355.4227,-36.3399,100.8653,58.6022,Seizure
1311512.9197,-0.57294,39149.0609,-10.9874,52201.059,-47.1698,39257.1221,-6.7504,94.5883,55.2321,Seizure
1147847.6997,2.5142,24163.7542,137.4528,37247.469,58.4559,38786.253,3.2112,90.3159,51.9244,Seizure
1823217.9473,23.6375,58797.7994,98.7477,65052.187,-0.33674,66068.3397,22.3028,102.1479,60.904,Seizure
2850870.8272,2.101,102166.8585,-4.6981,120054.1952,-1.5093,117845.1272,-10.079,112.2896,64.3204,Seizure
1633448.5172,6.2706,129477.6965,-231.1087,161565.797,22.7404,162650.4132,3.81,108.6542,62.9737,Seizure
2592958.3613,0.21986,156614.2056,-16.7039,199197.363,-2.3726,192313.2649,-17.5811,119.2122,68.4799,Seizure
3931466.2931,-4.2668,270279.0265,29.0795,306510.0818,36.8566,353450.6637,14.6728,141.5342,82.5115,Seizure
3668585.9041,-1.5712,306553.7961,-3.8469,503569.4465,-12.5262,366391.9359,4.7094,155.0565,90.4012,Seizure
3951222.1935,-4.7728,266305.6089,-105.4513,387558.6245,31.3278,255163.0804,13.6726,147.9471,85.0255,Seizure
2656656.1455,-5.5409,158809.1229,52.3681,246754.3847,34.5099,195766.5543,-61.4046,137.1259,77.7094,Seizure
3395793.3619,-0.16734,143423.0753,36.8085,180455.8323,82.7387,182876.7804,243.4962,151.1748,88.2089,Seizure
7718214.8282,4.2312,52195.6592,-29.0864,89556.8368,3.5669,55709.5712,13.058,203.6418,110.6762,Seizure
8208389.3462,-0.091658,152027.9173,20.1154,222030.7864,2.0547,182685.0414,6.0825,121.8963,74.8322,Seizure
2858286.75,1.4541,241017.4727,-49.2807,280798.6678,65.5143,248822.5639,-4.89,137.9498,80.3388,Seizure
6126415.4951,-2.0093,301928.0121,14.9824,320853.4501,34.6836,307197.9709,4.0664,168.0183,101.0137,Seizure
9110581.9166,2.1373,223813.5755,16.5225,295746.0262,-21.1395,270315.3171,4.0993,204.7205,116.9679,Seizure
5563175.4001,-1.9663,186820.6621,127.5722,274607.855,44.9836,211802.6991,35.3616,194.9525,106.1367,Seizure
7001739.1388,0.60026,134743.0409,-6.0651,200548.2026,-151.6283,159010.3549,-2.7073,176.3083,109.1439,Seizure
7439848.0881,-5.9216,86216.2831,13.2905,136111.183,74.4436,107176.2672,0.90007,189.992,109.7428,Seizure
7805307.718,-2.4673,53512.5474,-226.4303,108012.1691,18.2192,84518.9518,21.6141,216.5525,121.087,Seizure
10139406.8155,-0.17422,196438.3068,-56.8561,244929.7108,-7.4156,214973.4827,19.5986,196.0057,114.1432,Seizure
8195609.813,-0.35167,78962.6532,-105.5069,133910.2553,-5.1724,84388.211,-35.2567,148.6012,93.0572,Seizure
11252470.3658,-1.2861,155697.6545,4.3545,199477.156,-13.3289,134582.5014,-8.3724,193.9927,113.5938,Seizure
7193435.8682,0.56372,53254.4044,2.3962,61930.738,-39.8666,76068.704,12.7037,101.5533,62.0337,Seizure
4626256.0933,2.4036,289443.1327,72.4622,264772.9902,38.5879,246832.7779,-1.6714,158.1823,94.4574,Seizure
4998933.7952,-0.64368,171567.8762,-15.0187,220885.8015,-29.2409,198065.7685,-4.3644,161.5289,89.0448,Seizure
4242762.8287,-3.781,86171.742,0.99385,119441.2723,43.5959,81663.5995,16.9825,128.547,78.1908,Seizure
4921721.5227,9.6882,82202.8451,53.9266,114207.1357,18.7857,84167.6801,-2.2076,145.3225,82.483,Seizure
3064437.2969,13.0593,24915.3684,-2.1033,26493.369,-45.5585,24919.0787,-2.4049,123.5866,69.9284,Seizure
4553385.1683,0.33176,32007.3657,-143.8457,32245.822,-32.2267,32169.7794,-2.9989,125.6591,79.47,Seizure
4639323.6748,0.58857,84818.4745,0.66161,119075.6557,-5.4656,74185.5107,-44.321,152.6697,83.7126,Seizure
2554054.3743,4.3477,100491.1385,19.1289,100019.3101,-25.7915,79370.9036,-2.1686,124.2661,71.3873,Seizure
3870603.1544,5.453,40138.911,-7.8272,49026.2261,-16.8046,36922.4382,5.385,150.8181,85.3997,Seizure
2519893.9413,-2.9145,32448.9032,15.8259,35311.6771,-0.47774,37083.7768,-8.6809,104.127,57.1929,Seizure
5429693.8705,-2.0948,54182.902,33.5056,61234.9173,-262.5709,51417.6207,-86.8149,178.5762,97.3638,Seizure
2640095.6081,4.5959,90652.4881,10.0884,85523.0029,47.2548,87867.321,59.7217,112.3151,66.978,Seizure
4017369.7003,6.0981,158457.053,1.6246,136044.0675,-1.8224,123047.9645,1119.4766,118.2269,67.6266,Seizure
2345042.6254,-1.0399,15739.9699,306.0086,26295.0398,-26.2006,19562.6781,0.15972,105.9022,61.2625,Seizure
3074964.7585,-0.69964,23861.3527,-31.9551,32685.0656,-8.6079,17738.9398,-2.4224,114.2093,63.4448,Seizure
3058845.5627,1.6155,16971.5701,-632.0253,21337.3036,199.147,20660.8602,-3.1085,104.0081,58.5627,Seizure
2187702.7325,2.1836,32483.1066,352.5553,45759.6155,414.9144,26031.0984,-14.5659,106.7856,65.0665,Seizure
191587.3924,-1.9675,2247.1088,-24.4071,2736.8028,-31.3314,4671.9041,294.3357,25.7366,15.0662,Non-Seizure
253856.8313,-0.74696,1958.0015,-16.2406,2853.616,-54.0326,7220.1398,-5.0978,28.5566,17.9387,Non-Seizure
273187.374,4.761,1814.7828,-4.1335,3141.4484,-138.5744,8306.8572,38.1972,39.123,24.4272,Non-Seizure
228876.9267,12.1,1932.7688,184.5606,2928.9517,3.0967,5592.7394,-41.0354,34.9015,21.3738,Non-Seizure
225175.7546,0.77287,1669.6452,-650.9666,3228.4822,128.9513,5650.8293,8.7658,27.8006,16.4171,Non-Seizure
224265.9182,9.57,1640.9968,9.7048,3132.7037,-206.5355,6076.3641,0.36548,35.0119,20.8608,Non-Seizure
80703.9132,-1.6404,1555.1951,51.9266,3158.7947,-2.459,4836.8871,-5.8241,22.8317,14.7434,Non-Seizure
135054.4522,1.4661,1709.873,27.6742,3274.3212,396.47,4669.1303,1.6043,26.0424,15.0766,Non-Seizure
150273.0498,-3.1643,2032.6926,14.896,2942.8284,-44.2008,4490.1681,11.6406,25.9065,15.0862,Non-Seizure
227112.4722,13.1218,2087.0243,-8.0748,3510.7519,-3.1607,12750.381,-574.6228,34.7656,22.2617,Non-Seizure
143071.622,-0.24883,2167.5172,26.5548,2912.7583,86.9013,14365.7322,-4.4016,32.3279,20.2266,Non-Seizure
339137.3896,4.7468,2141.4968,-7.7355,2853.0693,109.7626,5110.4178,36.0017,37.1524,21.4561,Non-Seizure
209270.2798,-0.18878,2122.8111,64.9653,2678.7683,44.8006,4875.1099,-130.8553,33.4066,19.4088,Non-Seizure
185528.0407,4.3839,2124.8048,2.0605,2818.5763,273.6032,6345.5505,2.9492,27.4014,16.4607,Non-Seizure
184090.9415,-0.66995,1976.6542,-100.2499,2823.3301,12.5844,7113.9445,0.018916,26.62,16.0956,Non-Seizure
302642.8535,-3.964,1642.9062,-285.8479,2977.8303,205.3683,6908.638,-8.1023,30.697,18.7247,Non-Seizure
324701.7287,6.0551,1643.0642,-159.202,3218.0072,230.5541,6925.5916,0.15913,35.6745,20.4678,Non-Seizure
261728.9978,0.047101,1554.3844,-12.6992,3478.86,-72.5368,13407.0009,-5.8065,35.1563,20.4676,Non-Seizure
255160.4028,-3.1071,1567.3486,-67.3598,3274.7019,-8.2769,9738.4863,0.4014,31.6993,19.0603,Non-Seizure
238914.3594,-2.4734,1491.3205,-6.9864,3220.1057,36.9332,4310.2701,-12.5629,29.2531,17.6034,Non-Seizure
408731.7655,-1.7572,1490.4431,107.4171,3197.1186,-197.9677,5383.2423,-1.4092,29.8137,17.3965,Non-Seizure
133419.028,1.2825,1495.4077,38.6087,2867.0854,-98.648,5533.5656,-92.2644,26.7728,16.2976,Non-Seizure
258714.4509,10.1718,1590.491,196.9919,3450.7682,-20.3218,17030.4148,-5.1959,41.5862,25.2591,Non-Seizure
740331.8653,2.4396,1646.9539,15.7541,3958.6782,57.5259,34243.2611,1.8487,56.0599,33.2045,Non-Seizure
455501.2896,0.55094,1753.7648,20.4972,2711.3855,13.3243,7287.0181,-2.9912,45.5359,26.7506,Non-Seizure
1207899.3567,1.7096,1849.8486,15.9204,3271.2153,130.7928,23205.7177,-20.7553,65.8789,36.3758,Non-Seizure
345470.9548,-0.90158,2116.433,-390.7666,3076.6383,-1.3321,13058.9749,-8.5505,43.0642,24.6011,Non-Seizure
557077.7916,-1.8546,2017.4889,622.368,2800.8358,-144.4798,5624.5449,6.8863,48.7551,28.9832,Non-Seizure
844053.5456,-2.1682,1849.8305,-2.9664,2997.9086,-43.3785,8329.3928,5.1372,39.811,23.9613,Non-Seizure
498642.4228,-8.8997,1862.092,7.8522,2888.9999,221.4589,15133.5268,17.3254,44.3468,26.9657,Non-Seizure
483600.7522,3.1019,1821.7515,-81.5597,3154.4076,60.2937,18141.71,2.9668,48.959,29.3897,Non-Seizure
480890.4848,1.5867,1702.5676,50.9289,2821.2117,-12.1733,6582.8033,-8.2488,38.9871,23.6733,Non-Seizure
421450.9957,-1.1244,1569.8737,-121.5499,2837.8013,10.9069,5492.6856,1.7559,36.303,21.0276,Non-Seizure
242512.1619,-3.9549,1445.5982,3.4941,3330.4861,-120.0635,24237.4339,-6.0361,43.1067,24.5731,Non-Seizure
591278.3498,2.4739,1470.3545,47.1647,4092.8207,35.2771,24127.3744,80.3056,51.0315,33.0727,Non-Seizure
650624.0414,-0.26338,1289.2123,1.9401,3173.5816,30.7005,12803.9968,5.0364,46.4872,27.9898,Non-Seizure
472913.9549,4.7636,1433.5387,174.8572,2822.6062,14.4795,6675.4639,4.631,44.678,26.9441,Non-Seizure
248488.0913,9.6875,1416.1633,-7.538,3085.6316,32.1198,15469.8267,-1.7277,38.7748,23.7681,Non-Seizure
285891.9245,-0.13688,1415.2976,-210.0613,3416.073,-235.6035,22310.7123,-6.8859,45.6039,26.3204,Non-Seizure
543625.7549,-55.5017,1330.8134,108.1266,3363.6739,15.1827,16314.9248,-157.5648,55.6777,32.5518,Non-Seizure
990193.2578,-2.5218,1437.7395,1164.8087,3540.2328,42.8474,20396.6154,-0.16929,68.8093,41.5,Seizure
1436914.3405,-0.90414,1452.2186,-45.5308,3409.8803,-18.1854,11777.8355,-11.8202,66.8981,44.581,Seizure
735366.5217,-0.5835,1604.5722,-22.2499,3822.9126,-23.4243,18820.731,19.1964,67.4078,38.2688,Seizure
759418.4194,-17.191,1845.2211,-78.8455,4941.3182,-75.224,14858.1369,10.6443,59.7293,36.3082,Seizure
1259923.7456,0.37445,1638.15,-4.5765,4184.5809,-55.4571,12414.2962,164.4696,56.6545,34.3049,Seizure
1983552.3849,11.6434,1705.7658,0.25783,4197.4967,-56.4038,12583.4501,14.7448,96.9836,57.8438,Seizure
4279920.9292,2.2255,1657.0929,-62.9241,5171.1186,5.537,24550.297,4.0543,145.297,80.2239,Seizure
6209088.1917,-42.2896,2272.509,-11.4168,6388.1088,83.9539,19004.5804,-3.4263,162.7775,86.4347,Seizure
6445215.7879,-2.1504,1810.7499,-40.3043,5162.969,49.4878,18969.5176,-474.6442,175.408,95.1933,Seizure
9946531.3832,-0.18533,1657.9859,-107.8051,4578.703,9.9218,20453.5925,-5.3991,187.0022,98.3091,Seizure
3662978.8421,-1.3934,1760.0671,556.1555,4557.5144,62.6602,19783.3135,-40.4747,104.9254,64.9634,Seizure
4659692.8494,3.2237,6827.8394,14.3281,9634.6263,25.8832,16990.8668,-3.3298,122.27,80.1366,Seizure
1170918.6855,8.9432,8987.4659,19.5889,13564.8161,-10.4827,31230.0566,16.7916,92.7366,52.7652,Seizure
1469628.8612,1.8879,14038.057,11.0592,20360.1453,11.9403,37690.2538,-194.6243,105.0273,60.515,Seizure
2094406.3467,7.8525,24143.0981,-7.3296,44995.077,13.2984,41463.699,-3.2733,105.0528,62.7321,Seizure
3645555.5534,0.29131,34306.3353,-45.5218,43832.8551,28.7194,51598.9973,2.7615,111.5082,64.7994,Seizure
1343042.48,2.5338,34619.0311,-39.5775,49479.665,-23.7578,58829.6386,1.188,110.0727,63.265,Seizure
2099049.7534,1.1204,38793.8143,74.4133,49978.5982,198.2884,54545.4455,-5.888,109.1724,62.9242,Seizure
1489717.9382,1.518,47332.2003,-25.2625,61022.5992,45.3635,66853.49,-1.279,101.4939,60.2607,Seizure
2229523.4145,-0.24784,49353.7856,-18.0446,71547.8342,73.214,75493.0453,-29.8775,108.6203,64.3381,Seizure
3217697.0781,-1.8434,66885.8848,297.3739,92739.2343,-27.3409,118440.5469,8.3497,128.1563,81.0892,Seizure
1781294.9725,-2.3915,79935.4255,-40.8035,78081.2104,-2.9511,89393.0858,36.9167,120.2569,69.3752,Seizure
1719739.3736,1.8963,87244.6151,1.9434,82873.1648,-25.8367,127475.5329,-0.25589,104.5517,65.0215,Seizure
1911404.899,-7.0112,93547.0483,-282.9433,108586.8405,-56.6878,95539.9085,15.95,128.0374,76.0387,Seizure
1937177.873,-2.6986,87809.7918,14.0332,125656.1425,41.982,123440.2712,19.8337,114.9143,68.7712,Seizure
3862824.49,-1.499,97486.961,-30.7916,106932.5107,-11.5358,105790.2746,-27.2423,140.6424,84.6618,Seizure
5752593.3029,-0.2053,87941.0509,43.8907,118326.4724,-8.2012,83333.901,1.7136,154.2836,91.3505,Seizure
5956839.3732,0.41694,50869.3316,-3.2397,75203.6634,-208.5827,105295.5778,4.9166,162.9134,96.3105,Seizure
5157876.379,-3.8838,51842.6442,30.8462,69828.5732,-10.2209,84092.8252,-2.2504,180.98,98.6745,Seizure
6029741.1957,146.9392,69009.2546,37.7011,89201.7025,16.7529,88872.2673,9.1405,190.7905,104.4404,Seizure
5374157.802,-5.1908,53471.8774,5.3128,63995.0766,74.1152,89312.6853,-3.8737,158.1483,94.343,Seizure
7137222.1183,1.8733,71111.3082,-2.7884,118213.9058,-117.0346,78024.1195,81.0512,137.1683,82.3707,Seizure
5386244.2228,-0.19685,51983.6336,5.7011,66896.3807,-38.358,97060.8687,1.5227,152.364,85.8253,Seizure
7433380.5898,-2.7783,50901.1656,-178.3004,56453.7388,113.9295,79158.7614,-4.3602,194.6722,108.8894,Seizure
2246704.8847,-0.57423,34933.3572,1.26,64409.2956,24.5199,58984.0543,14.3448,122.0407,70.2157,Seizure
4173365.7171,1.8371,22130.0988,62.1419,41648.2387,-4.1507,57112.5827,-8.3563,131.5539,79.2682,Seizure
2254607.0182,-0.17719,29029.3257,6.3253,39788.4851,26.3364,56981.5558,-2.9392,117.3096,67.156,Seizure
3894838.7067,0.44212,26461.6715,39.1532,38579.6543,18.836,63804.3435,-159.3182,135.0279,75.1558,Seizure
6414060.6311,-2.9365,23409.1654,329.5077,44422.9703,38.1697,60582.4985,0.20941,143.6237,87.5182,Seizure
2272578.6192,-3.7993,23955.8034,-50.4975,45816.6598,-212.7435,55433.914,-2.8737,134.8325,72.8256,Seizure
2433181.1337,-3.339,25003.4387,50.8816,42588.5668,118.398,65055.7959,19.1738,132.021,74.2507,Seizure
4310623.679,-2.0857,31096.6708,-97.709,38717.1527,-1257.1607,52112.8662,-11.8334,125.4892,77.8673,Seizure
5594631.2702,-1.7878,31562.9235,23.401,60118.4275,12.403,51579.3759,13.9028,166.7612,92.7187,Seizure
3361952.9671,-4.1641,52456.4277,1.4525,90418.0709,25.9234,94820.8611,2.7592,151.7184,85.6058,Seizure
3688919.2245,-7.3927,36607.7384,43.3469,38880.7177,278.9459,56126.0443,-6.5449,152.313,83.9663,Seizure
5466586.8988,4.7997,29725.9938,-6.1051,42471.463,-104.8061,76902.1218,-3.1171,152.1686,85.1392,Seizure
9973074.8653,-0.42642,34687.5738,-28.8602,46989.4202,22.2929,72325.3687,12.0202,165.2238,97.5583,Seizure
6795661.7009,8.2034,27343.6083,-100.5757,33930.0526,56.9559,60075.3063,-3.9695,182.1606,102.7477,Seizure
4794071.0815,0.63164,49375.9851,0.71606,65692.5437,-42.0535,72950.6153,5.5996,138.5613,82.1982,Seizure
6829835.8603,-10.9593,26003.9524,20.7625,34655.0576,110.9624,49073.5601,-7.5153,173.9895,98.8708,Seizure
8179794.9174,1.0609,23272.6145,107.6265,49432.5411,12.5281,54880.538,16.3768,178.4743,100.5498,Seizure
5478011.2151,-62.2299,15068.4903,2.4809,23035.6063,-11.2186,46459.9486,-9.2429,158.8278,90.2158,Seizure
5320233.2982,2.135,31306.7417,-7.2013,49630.0386,744.5968,65495.5573,-4.1563,164.1196,98.0784,Seizure
3756155.0779,-16.306,22060.5669,22.5497,43169.0968,42.3819,73311.2242,3.3761,145.8152,87.2254,Seizure
5690735.4729,2.9332,32171.6106,0.063759,48770.9286,-10.3996,66072.1103,4.87,192.3109,106.5154,Seizure
5266471.414,51.5974,26014.9274,24.1745,49676.5943,-2985.2451,83464.8749,47.1773,180.7761,103.5748,Seizure
6048205.198,-1.019,22012.8452,9.0673,50877.4057,-1384.121,70329.3205,-1.9839,161.9961,92.9928,Seizure
8851028.3214,-5.1716,13059.2671,-53.2091,31012.9535,-91.6363,67710.7698,11.2954,186.586,107.9771,Seizure
4169095.4382,19.1166,33970.5483,-66.2435,67831.6537,633.909,82229.8749,-3.8693,163.6354,95.6101,Seizure
10295994.1193,0.81414,14024.1111,-26.3176,26801.8422,-710.6527,56312.3085,24.5688,194.5788,115.5737,Seizure
7364924.7275,2.1475,19262.7917,-35.8233,29030.7733,-451.0702,62466.3058,-42.4588,173.7771,99.8526,Seizure
13283095.7332,-1.6649,15137.5934,-17.0169,38923.8283,48.2011,55964.8193,-26.0583,178.0666,108.9438,Seizure
7528391.281,-1.112,13229.1568,-88.7885,36515.23,182.6865,50487.734,297.8707,185.9659,101.3745,Seizure
3950919.2853,-7.9499,26908.9066,73.389,40873.9977,1.6256,72557.7599,7.7109,161.2401,93.4533,Seizure
7180340.5592,-12.1171,19433.7804,12.4028,40898.3897,-66.8037,67880.5175,-3.8198,177.2512,105.5209,Seizure
8989139.4517,25.4727,23743.0614,-1.397,41943.571,-139.8063,76521.9023,0.94019,165.9203,95.4076,Seizure
6981352.5169,45.6411,39974.822,29.7735,57645.8838,62.0853,101036.4074,-1.7085,183.5452,111.0036,Seizure
3591317.0071,-0.41273,17293.2923,-179.3961,31560.2578,150.136,57058.1932,-332.4904,152.8566,85.2876,Seizure
4052331.9458,-0.14104,31448.0927,-3.9655,46615.5856,168.9314,85863.4261,18.7739,134.807,78.8984,Seizure
4121745.3333,-13.8364,15741.0034,-3.3198,36922.821,32.3885,92266.8959,-2.0689,168.8677,95.5309,Seizure
5218948.571,2.1,22163.8516,6.5797,31358.532,105.2585,64360.6758,1.6522,154.6743,87.1483,Seizure
6631582.2223,-0.073179,8621.5091,12.9813,25288.7097,-155.3871,65790.2419,129.2683,166.7187,94.9148,Seizure
8767870.6122,-1.7799,30734.5704,15.1717,42986.0876,14.0647,66492.1158,8.2853,136.217,82.5008,Seizure
4086033.0208,-11.9272,8260.884,-4.107,16891.8038,-90.8653,51889.2441,1470.7472,143.4623,81.4934,Seizure
4369857.7899,-2.6251,44770.8279,83.6355,53636.7711,-49.9539,82803.4847,-4.0433,133.8472,81.8482,Seizure
3724205.1106,-3.6244,3979.3874,55.3031,8752.0494,23.4886,31349.5964,1.8545,134.9684,82.6894,Seizure
6055970.2215,2.3196,3617.7797,8.0735,12053.3289,-38.4146,49429.3421,-2.1207,166.1836,94.7555,Seizure
6899342.5332,-1.7593,8157.616,20.5552,17437.5622,133.1574,52640.3147,-17.2441,157.7916,93.3716,Seizure
5175438.8752,0.22642,10608.5112,37.7206,22818.8958,13.1553,55500.4406,-40.1347,138.8756,80.9176,Seizure
4144214.3681,9.7795,11938.7804,22.0337,16179.4256,71.6471,60698.9195,-3.6029,168.1542,97.2092,Seizure
4808673.8581,-0.0591,27331.5735,82.2724,32591.4153,40.9385,47286.1695,0.12948,154.5129,88.6667,Seizure
3062734.5499,75.3211,35370.8395,-29.4891,43833.3685,41.9638,53781.9814,4.3908,126.2282,72.2326,Seizure
4695902.6132,1.232,17106.7813,-89.7469,17492.3339,-22.1783,61527.3277,-6.3951,175.5099,95.0912,Seizure
7345508.6087,6.8301,16324.4894,21.0788,20375.973,0.014245,52552.9633,21.5562,215.873,120.5375,Seizure
4009055.3753,-0.42468,14739.7224,-5.9326,21065.6305,-20.3671,57837.8428,16.8766,138.8756,84.7062,Seizure
5729874.5027,-0.33116,27245.1444,-12.2292,28511.0818,-5.4168,47840.1993,187.726,144.9063,83.3604,Seizure
6664001.8487,-0.0020505,21393.6479,-57.4508,37495.5934,10.2263,72510.4387,22.8869,185.7875,104.5936,Seizure
